Last Name,First Name,main-tour-inner,main-tour-hover,L5 Tournament-Type 1,L5 Tournament-Type 1,L5 Place-Type 1,L5 Tournament-Type 2,L5 Tournament-Type 2,L5 Place-Type 2,L5 Tournament-Type 3,L5 Tournament-Type 3,L5 Place-Type 3,L5 Tournament-Type 4,L5 Tournament-Type 4,L5 Place-Type 4,L5 Tournament-Type 5,L5 Tournament-Type 5,L5 Place-Type 5,SG-PUTT,SG-ARG
CHAMP,CAMERON,KFT,Korn Ferry Tour,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,WD,Zurich Classic of New Orleans,PGA Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T69,-1.6,-0.83
RILEY,DAVIS,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,T71,PGA Championship,Major,T45,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-1.61,-0.33
VANDERLAAN,JOHN,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T60,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,T67,-1.61,-1.06
TABUENA,MIGUEL,LIV,LIV Golf,Mexico City,LIV Golf,T42,Virginia,LIV Golf,T49,Korea,LIV Golf,25,Andalucia,LIV Golf,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,T50,-1.62,-0.31
MARZILIO,VICENTE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T60,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T26,-1.65,0.31
NESMITH,MATT,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T40,UNC Health Championship,Korn Ferry Tour,T52,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T12,-1.69,-0.03
GUMBERG,JORDAN,DPT,DP World Tour,PGA Championship,Major,T21,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.69,-0.08
RIEDEL,MATTHEW,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T60,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T3,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.7,-0.15
ZANOTTI,FABRIZIO,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Challenge de Catalunya,Challenge Tour,CUT,Soudal Open,DP World Tour,T51,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T17,-1.7,-0.04
REPETTO TAYLOR,ROCCO PAOLO,DPT,DP World Tour,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T47,KLM Open,DP World Tour,CUT,U.S. Open,Major,T41,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.7,-0.44
GIBSON,RHEIN,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.71,-0.21
HOLT,IAN,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T46,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T44,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.73,-1.37
BYRD,JONATHAN,KFT,Korn Ferry Tour,Puerto Rico Open,PGA Tour,CUT,LECOM Suncoast Classic,Korn Ferry Tour,CUT,Zurich Classic of New Orleans,PGA Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,T59,THE CJ CUP Byron Nelson,PGA Tour,CUT,-1.75,-0.98
GUTHRIE,LUKE,KFT,Korn Ferry Tour,Valspar Championship,PGA Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T60,Memorial Health Championship presented by LRS,Korn Ferry Tour,T17,-1.75,-0.29
FEAGLES,MICHAEL,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T40,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.76,-0.32
BIONDI,FRED,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.77,-0.25
ROSENMUELLER,THOMAS,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T19,Memorial Health Championship presented by LRS,Korn Ferry Tour,66,-1.78,-1.19
FOOS,DOMINIC,ASA,Asian Tour,The 45th GS Caltex Maekyung Open,ASA,T7,Kolon The 68th KOREA Open,ASA,T58,am green IGPL Bharath Classic,Asian Tour,T13,International Series Morocco presented by Visit Morocco,Asian Tour,T67,English Open supported by HotelPlanner,Challenge Tour,T70,-1.78,-0.09
MAICHON,PHICHAKSN,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.79,-0.22
FERNANDEZ VALDES,JORGE,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T69,UNC Health Championship,Korn Ferry Tour,T23,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T65,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,65,-1.81,-1.2
VIDAL,QUIM,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T59,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.82,0.21
LEWIS,BRYCE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T3,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.83,-0.34
MCDOWELL,GRAEME,LIV,LIV Golf,Mexico City,LIV Golf,51,Virginia,LIV Golf,T52,Korea,LIV Golf,T18,Andalucia,LIV Golf,CUT,U.S. Open,Major,T45,-1.83,-0.71
INFANTI,NICK,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,T33,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,-1.83,0.29
STEGMAIER,BRETT,KFT,Korn Ferry Tour,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,T55,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,-1.84,-0.16
VAN HORNE,ASHTON,KFT,Korn Ferry Tour,LECOM Suncoast Classic,Korn Ferry Tour,T40,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,Inter Rapidisimo Golf Championship,PGA Tour Americas,T19,-1.85,-0.51
HIGHSMITH,JOE,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,CUT,PGA Championship,Major,T67,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,70,RBC Canadian Open,PGA Tour,CUT,-1.85,-0.36
ANDERSON,MATTHEW,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T11,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,RBC Canadian Open,PGA Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.86,-0.34
SARGENT,BILLY TOM,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T14,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T40,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.86,-0.41
CAPPELEN,SEBASTIAN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,T58,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T40,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.87,-0.11
LEE,K.H.,KFT,Korn Ferry Tour,Valero Texas Open,PGA Tour,CUT,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,-1.87,0.42
BUCHANAN,JACK,DPT,DP World Tour,Challenge de Catalunya,Challenge Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T24,KLM Open,DP World Tour,T35,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.88,-0.05
GIRRBACH,JOEL,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,WD,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,11,-1.89,-1
OPPENHEIM,ROB,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,69,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.9,-0.06
CAMPBELL,BEN,LIV,LIV Golf,Mexico City,LIV Golf,T31,Virginia,LIV Golf,56,Korea,LIV Golf,53,Andalucia,LIV Golf,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,T12,-1.92,-0.51
HELLGREN,BJORN,LIV,LIV Golf,Singapore Open presented by The Business Times,Asian Tour,54,Virginia,LIV Golf,T9,Korea,LIV Golf,T35,Andalucia,LIV Golf,T37,International Series Morocco presented by Visit Morocco,Asian Tour,56,-1.94,-0.41
WHITE,BRETT,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T19,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.96,-0.57
THORNBERRY,BRADEN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,39,Visit Knoxville Open,Korn Ferry Tour,T51,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T66,-1.96,-0.23
WOLFF,MATTHEW,LIV,LIV Golf,South Africa,LIV Golf,57,Mexico City,LIV Golf,T53,Virginia,LIV Golf,T5,Korea,LIV Golf,T37,Andalucia,LIV Golf,T44,-2,-0.66
NIMMER,BRYSON,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T28,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T40,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2,-0.23
HOFFMAN,CHARLEY,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,T54,RBC Canadian Open,PGA Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2,0.17
BUCHANAN,JACKSON,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,PGA Tour,T35,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T19,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.01,-0.79
SANDHU,YUVRAJ SINGH,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T31,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T63,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.02,-0.33
CHARMASSON,CLEMENT,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T47,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.04,-0.39
PEAKE,RYAN,DPT,DP World Tour,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T32,-2.04,0.03
MONTGOMERY,TAYLOR,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T51,UNC Health Championship,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,U.S. Open,Major,CUT,-2.04,-1.64
STRYDOM,OCKIE,AFR,Sunshine Tour,Mediclinic Invitational,Sunshine Tour,T70,Estrella Damm Catalunya Championship,DP World Tour,30,Kit Kat Cash & Carry Pro-Am,Sunshine Tour,CUT,SunBet Challenge hosted by Sun Boardwalk,Sunshine Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T7,-2.05,0.5
NUNEZ,AUGUSTO,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T52,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T45,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.06,-0.21
SENIOR,JACK,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,WD,Soudal Open,DP World Tour,T37,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.07,-0.78
HORSFIELD,SAM,LIV,LIV Golf,South Africa,LIV Golf,55,Mexico City,LIV Golf,T44,Virginia,LIV Golf,T32,Korea,LIV Golf,T45,Andalucia,LIV Golf,55,-2.1,0.05
MARTIN,BEN,PGA,PGA Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T60,Charles Schwab Challenge,PGA Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-2.11,-0.95
TARREN,CALLUM,DPT,DP World Tour,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,English Open supported by HotelPlanner,Challenge Tour,CUT,Blot Play9,Challenge Tour,T28,-2.15,-0.44
MACDONALD,STUART,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,67,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.18,-1.16
LARRAZABAL,PABLO,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T55,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.21,-0.42
SEWELL,CHAD,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T60,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.22,-0.64
BARJON,PAUL,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T55,Memorial Health Championship presented by LRS,Korn Ferry Tour,T17,-2.22,0.55
MICHELUZZI,DAVID,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,WD,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T60,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.22,-0.5
JAMIESON,SCOTT,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T21,Soudal Open,DP World Tour,T54,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T63,KLM Open,DP World Tour,T70,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.22,-0.83
CAMPOS,RAFAEL,PGA,PGA Tour,Valero Texas Open,PGA Tour,CUT,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-2.26,-0.44
GREY,J.J.,KFT,Korn Ferry Tour,LECOM Suncoast Classic,Korn Ferry Tour,T40,Diners Club Peru Open,PGA Tour Americas,CUT,Visit Knoxville Open,Korn Ferry Tour,T57,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,-2.28,-0.09
MEISEL,MARSHALL,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.28,-0.64
SIEM,MARCEL,DPT,DP World Tour,Volvo China Open,DP World Tour,T32,Soudal Open,DP World Tour,WD,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T53,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.31,-0.64
BREHM,RYAN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.32,-0.25
KIM,MINKYU,LIV,LIV Golf,Kolon The 68th KOREA Open,ASA,T47,Korea,LIV Golf,DQ,Andalucia,LIV Golf,54,Hana Bank Invitational,KPGA Korean Tour,T14,KPGA Gunsan CC Open,KPGA Korean Tour,50,-2.32,-0.31
ASAJI,YOSUKE,LIV,LIV Golf,Virginia,LIV Golf,56,Japan PGA Championship Senko Group Cup,Japan Golf Tour,T35,Korea,LIV Golf,T17,Andalucia,LIV Golf,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,T41,-2.34,-0.67
MOLINARI,EDOARDO,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T63,Estrella Damm Catalunya Championship,DP World Tour,T53,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T48,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.39,-0.46
MAGUIRE,JACK,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T52,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.41,-0.39
KO,JEONG WEON,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T25,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.41,-0.06
KIEFFER,MAX,CHA,Challenge Tour,Challenge de Catalunya,Challenge Tour,CUT,Soudal Open,DP World Tour,CUT,Swiss Challenge,Challenge Tour,CUT,Interwetten Open,Challenge Tour,CUT,English Open supported by HotelPlanner,Challenge Tour,T17,-2.41,-0.72
SUMMERHAYS,DANIEL,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T60,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T64,-2.42,-0.87
WEILER,JOE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T6,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.45,-0.8
BROOMHEAD,JONOTHAN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T37,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T41,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.47,-0.35
OVERTON,JEFF,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,T60,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,WD,-2.5,-0.38
DAVIS,CAM,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T67,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-2.51,-0.77
LOGAN,HUNTER,DPT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T7,KLM Open,DP World Tour,CUT,Interwetten Open,Challenge Tour,T38,English Open supported by HotelPlanner,Challenge Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.51,-0.06
JOHNSTON,RYGGS,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T25,DS Automobiles 83° Open d’Italia,DP World Tour,T59,-2.51,-0.4
ALEXANDER,TYSON,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.56,-0.43
KIZZIRE,PATTON,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-2.56,-1.5
SYME,CONNOR,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T71,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T74,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-2.59,-1.02
SULLIVAN,RYAN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T36,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T47,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,-2.61,-0.07
HASTINGS,JUSTIN,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T59,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-2.62,-1.04
