Last Name,First Name,main-tour-L20 Rds,Last 5 Starts-Tour-Start 1,Last 5 Starts-Event-Start 1,Last 5 Starts-Finish-Start 1,Last 5 Starts-Tour-Start 2,Last 5 Starts-Event-Start 2,Last 5 Starts-Finish-Start 2,Last 5 Starts-Tour-Start 3,Last 5 Starts-Event-Start 3,Last 5 Starts-Finish-Start 3,Last 5 Starts-Tour-Start 4,Last 5 Starts-Event-Start 4,Last 5 Starts-Finish-Start 4,Last 5 Starts-Tour-Start 5,Last 5 Starts-Event-Start 5,Last 5 Starts-Finish-Start 5,True SG,True SG vs Baseline
GOMEZ,GERARDO,AM,Amateur,Mountaineer Invitational at Pete Dye,T11,Amateur,2026 SEC Men's Golf Championship Stroke Play,4,Amateur,NCAA Corvallis Regional,1,Amateur,NCAA DI Men's National Championship- Stroke Play,T18,Amateur,Northeast Amateur Invitational,84,-0.84,1.16
TOWNSEND,HUGO,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T47,DP World Tour,DS Automobiles 83° Open d’Italia,T13,DP World Tour,BMW International Open,CUT,-0.85,0.08
STONE,BRANDON,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T47,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T48,-0.85,-0.16
ADAM,CAMERON,DPT,DP World Tour,Soudal Open,T60,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T41,DP World Tour,KLM Open,T47,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T38,-0.85,0.37
SLOAN,ROGER,KFT,Korn Ferry Tour,Visit Knoxville Open,T25,Korn Ferry Tour,UNC Health Championship,T58,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,RBC Canadian Open,CUT,PGA Tour,Memorial Health Championship presented by LRS,CUT,-0.85,-0.11
SILVERMAN,BEN,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,RBC Canadian Open,17,PGA Tour,U.S. Open,CUT,Major,John Deere Classic,T54,-0.86,-0.23
WALLIN,ADAM,CHA,Challenge Tour,Danish Golf Challenge,T8,Challenge Tour,Swiss Challenge,T3,Challenge Tour,Interwetten Open,6,Challenge Tour,Blot Play9,1,Challenge Tour,Le Vaudreuil Golf Challenge,CUT,-0.86,0.24
LEBIODA,HANK,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,74,PGA Tour,Charles Schwab Challenge,T62,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-0.87,-0.34
ROZO,MARCELO,PGA,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,U.S. Open,CUT,Major,John Deere Classic,CUT,-0.87,0.34
COTTAM,KYLE,PTA,PGA Tour Americas,Diners Club Peru Open,1,PGA Tour Americas,KIA Open de Ecuador presentado por Diners Club,CUT,PGA Tour Americas,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,Korn Ferry Tour,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T17,-0.87,-0.05
LI,HAOTONG,PGA,PGA Tour,PGA Championship,T35,Major,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,T60,PGA Tour,John Deere Classic,CUT,-0.87,-0.99
RAMEY,CHAD,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,T59,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-0.88,-0.81
SHEEHAN,PATRICK,PTA,PGA Tour Americas,Diners Club Peru Open,T5,PGA Tour Americas,KIA Open de Ecuador presentado por Diners Club,CUT,PGA Tour Americas,Mexico Championship presented by Scotia Wealth Management,1,PGA Tour Americas,Inter Rapidisimo Golf Championship,T59,PGA Tour Americas,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T20,-0.88,0.71
SODERBERG,SEBASTIAN,DPT,DP World Tour,Turkish Airlines Open,T3,DP World Tour,Estrella Damm Catalunya Championship,60,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,-0.88,0.16
LEWIS,RILEY,PTA,PGA Tour Americas,Diners Club Peru Open,CUT,PGA Tour Americas,KIA Open de Ecuador presentado por Diners Club,T24,PGA Tour Americas,Mexico Championship presented by Scotia Wealth Management,DQ,PGA Tour Americas,Inter Rapidisimo Golf Championship,2,PGA Tour Americas,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,1,-0.88,0.04
FISCHER,ZACK,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,T73,Korn Ferry Tour,UNC Health Championship,T7,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.89,0.39
CARD III,JAY,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T17,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T48,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.89,0.06
PETTIT,TURK,KFT,Korn Ferry Tour,Visit Knoxville Open,T5,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.89,0.35
LAMB,DAVIS,KFT,Korn Ferry Tour,Visit Knoxville Open,T25,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.89,-0.32
ROMANO,ANDREA,ALP,Alps Tour Golf,Gösser Open,1,Alps Tour Golf,Lacanau Alps Open,T2,Alps Tour Golf,Open de Roissy PGA France,T48,Alps Tour Golf,Interwetten Open,1,Challenge Tour,DS Automobiles 83° Open d’Italia,T7,-0.9,1.07
CELIA,RICARDO,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T26,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.9,0.65
SURRATT,CALEB,LIV,LIV Golf,Virginia,49,LIV Golf,Soudal Open,T12,DP World Tour,Korea,T70,LIV Golf,Andalucia,T63,LIV Golf,U.S. Open,T45,-0.9,-0.67
VON DELLINGSHAUSEN,NICOLAI,DPT,DP World Tour,Soudal Open,10,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T70,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T23,DP World Tour,BMW International Open,T66,-0.9,0.28
MUN,DOYEOB,KOR,KPGA Korean Tour,Korea,1,LIV Golf,Andalucia,T23,LIV Golf,International Series Morocco presented by Visit Morocco,T42,Asian Tour,Hana Bank Invitational,T31,KPGA Korean Tour,KPGA Gunsan CC Open,T15,-0.9,-0.08
STRAKA,SEPP,PGA,PGA Tour,PGA Championship,CUT,Major,Austrian Alpine Open presented by Kitzbühel Tirol,T12,DP World Tour,the Memorial Tournament presented by Workday,T40,PGA Tour,U.S. Open,CUT,Major,Travelers Championship,72,-0.91,-1.48
KATSURAGAWA,YUTO,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T59,DP World Tour,KLM Open,T26,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T32,-0.91,0.16
LEE,SOOMIN,KOR,KPGA Korean Tour,KPGA Gyeongbuk Open,CUT,KPGA Korean Tour,Kolon The 68th KOREA Open,T23,ASA,The 69th KPGA Championship with A-ONE CC,CUT,KPGA Korean Tour,Hana Bank Invitational,T16,KPGA Korean Tour,KPGA Gunsan CC Open,1,-0.92,0.77
DAHMEN,JOEL,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,T46,PGA Tour,John Deere Classic,T42,-0.93,-0.72
GRINBERG,LEV,AM,Amateur,European Nations Cup - Copa Sotogrande,T6,Amateur,Soudal Open,T10,DP World Tour,St Andrews Links Trophy,T74,Amateur,The Amateur Championship,1,Amateur,European Amateur Championship,T182,-0.94,0.75
HARTMAN,WILL,AM,Amateur,Mossy Oak Collegiate,1,Amateur,2026 SEC Men's Golf Championship Stroke Play,T18,Amateur,NCAA Athens Regional,T1,Amateur,NCAA DI Men's National Championship- Stroke Play,1,Amateur,Northeast Amateur Invitational,T4,-0.94,1.66
JACOBSON,FREDDIE,CHAMP,PGA Tour Champions,Regions Tradition,T14,PGA Tour Champions,Insperity Invitational,T8,PGA Tour Champions,Trophy Hassan II,T9,PGA Tour Champions,DICK'S Open,1,PGA Tour Champions,U.S. Senior Open Championship,T5,-0.94,0.77
KOZAN,ANDREW,KFT,Korn Ferry Tour,Visit Knoxville Open,T6,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T48,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.95,0.43
LAPORTA,FRANCESCO,DPT,DP World Tour,Turkish Airlines Open,T40,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T17,-0.95,-0.7
BAKER,ELIOT,AM,Amateur,Lytham Trophy,T9,Amateur,English Men's Open Amateur Stroke Play Championship (Brabazon Trophy),T46,Amateur,St Andrews Links Trophy,2,Amateur,The Amateur Championship,T27,Amateur,European Amateur Championship,T33,-0.95,0.24
GABRELCIK,NICK,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T13,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.95,-0.04
VILLEGAS,CAMILO,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,T45,PGA Tour,Charles Schwab Challenge,T40,PGA Tour,RBC Canadian Open,T65,PGA Tour,John Deere Classic,CUT,-0.95,0.06
GARCIA,JORGE,KFT,Korn Ferry Tour,Visit Knoxville Open,T25,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.95,0.72
MCNEILL,GEORGE,CHAMP,PGA Tour Champions,Regions Tradition,3,PGA Tour Champions,Trophy Hassan II,T20,PGA Tour Champions,Principal Charity Classic,T6,PGA Tour Champions,DICK'S Open,1,PGA Tour Champions,U.S. Senior Open Championship,T20,-0.96,0.57
TURNER,JACK,AM,Amateur,Calusa Cup,1,Amateur,2026 SEC Men's Golf Championship Stroke Play,T4,Amateur,NCAA Columbus Regional,10,Amateur,NCAA DI Men's National Championship- Stroke Play,1,Amateur,The Amateur Championship,T14,-0.96,0.11
ENEFER,WILL,CHA,Challenge Tour,Challenge de España,T14,Challenge Tour,Swiss Challenge,T31,Challenge Tour,Interwetten Open,1,Challenge Tour,English Open supported by HotelPlanner,CUT,Challenge Tour,Le Vaudreuil Golf Challenge,T18,-0.96,0.32
FORREST,GRANT,DPT,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T12,-0.97,-0.78
HALE JR,BLAINE,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T39,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.98,0.6
LEWTON,STEVE,ASA,Asian Tour,The 45th GS Caltex Maekyung Open,T19,ASA,Taiwan Glass Taifong Open,T19,ASA,Kolon The 68th KOREA Open,1,ASA,am green IGPL Bharath Classic,T55,Asian Tour,International Series Morocco presented by Visit Morocco,T11,-0.98,0.75
IDERIHA,TAICHIRO,JPN,Japan Golf Tour,Kansai Open Golf Championship,CUT,Japan Golf Tour,Japan PGA Championship Senko Group Cup,T36,Japan Golf Tour,Gate Way To The Open Mizuno Open,1,Japan Golf Tour,BMW Japan Golf Tour Championship Mori Building Cup,T11,Japan Golf Tour,JAPAN PLAYERS CHAMPIONSHIP by Satosyokuhin,T6,-0.98,0.65
SMYTH,TRAV,LIV,LIV Golf,Singapore Open presented by The Business Times,T45,Asian Tour,PGA Championship,CUT,Major,Korea,CUT,LIV Golf,Andalucia,T19,LIV Golf,International Series Morocco presented by Visit Morocco,T8,-0.99,-0.28
IWATA,HIROSHI,JPN,Japan Golf Tour,Kansai Open Golf Championship,WD,Japan Golf Tour,Japan PGA Championship Senko Group Cup,T17,Japan Golf Tour,Gate Way To The Open Mizuno Open,CUT,Japan Golf Tour,BMW Japan Golf Tour Championship Mori Building Cup,1,Japan Golf Tour,JAPAN PLAYERS CHAMPIONSHIP by Satosyokuhin,1,-0.99,0.49
STERNE,RICHARD,DPT,DP World Tour,Turkish Airlines Open,T47,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T11,DP World Tour,KLM Open,1,-1,-0.5
DING,WENYI,DPT,DP World Tour,Soudal Open,T35,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T17,DP World Tour,KLM Open,T57,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1,-0.78
NESBITT,DREW,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,RBC Canadian Open,1,PGA Tour,Memorial Health Championship presented by LRS,CUT,-1,0.31
CHOI,SEUNGBIN,KOR,KPGA Korean Tour,KPGA Founders Cup,T22,KPGA Korean Tour,KPGA Gyeongbuk Open,T46,KPGA Korean Tour,The 69th KPGA Championship with A-ONE CC,T3,KPGA Korean Tour,Hana Bank Invitational,T19,KPGA Korean Tour,KPGA Gunsan CC Open,T16,-1,0.02
OTAEGUI,ADRIAN,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1,-0.18
WILKES,TYLER,KFT,Korn Ferry Tour,Diners Club Peru Open,T23,PGA Tour Americas,Visit Knoxville Open,59,Korn Ferry Tour,UNC Health Championship,T3,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,63,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1,0.63
PEACOCK,JAKE,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T29,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T31,Korn Ferry Tour,U.S. Open,1,Major,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,CUT,-1.02,0.71
MANASSERO,MATTEO,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T53,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,66,DP World Tour,BMW International Open,T32,-1.02,-0.21
RILEY,DAVIS,PGA,PGA Tour,PGA Championship,CUT,Major,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,T65,PGA Tour,John Deere Classic,T71,-1.03,0.23
VAN DRIEL,DARIUS,DPT,DP World Tour,Soudal Open,T66,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T13,DP World Tour,KLM Open,T40,DP World Tour,DS Automobiles 83° Open d’Italia,65,DP World Tour,BMW International Open,CUT,-1.03,-0.29
CROCKER,SEAN,DPT,DP World Tour,Soudal Open,T35,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T41,DP World Tour,KLM Open,T63,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.03,0.09
CREEL,JOSHUA,KFT,Korn Ferry Tour,Visit Knoxville Open,T10,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.04,0.71
SUMMERHAYS,PRESTON,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T7,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.04,0.93
JAMIESON,SCOTT,DPT,DP World Tour,Soudal Open,T70,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T63,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T38,DP World Tour,BMW International Open,T21,-1.06,0.24
KOCHER,DAVID,KFT,Korn Ferry Tour,Visit Knoxville Open,T19,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.06,0.43
LAIRD,MARTIN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,CUT,Korn Ferry Tour,THE CJ CUP Byron Nelson,T47,PGA Tour,UNC Health Championship,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,Korn Ferry Tour,John Deere Classic,T48,-1.06,0.01
WALKER,EUAN,DPT,DP World Tour,Soudal Open,T45,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T30,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-1.06,0.29
LUITEN,JOOST,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T74,DP World Tour,KLM Open,T7,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T60,-1.06,-0.64
GARCIA-HEREDIA,ALFREDO,DPT,DP World Tour,Estrella Damm Catalunya Championship,WD,DP World Tour,Challenge de Catalunya,T25,Challenge Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,English Open supported by HotelPlanner,T50,Challenge Tour,BMW International Open,T26,-1.06,0.29
CHATFIELD,DAVIS,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,T33,PGA Tour,John Deere Classic,CUT,-1.07,-0.47
BLAUM,RYAN,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T40,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.07,0.31
ROY,KEVIN,PGA,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,T74,PGA Tour,U.S. Open,CUT,Major,John Deere Classic,T71,-1.09,-0.97
KRUYSWIJK,JACQUES,DPT,DP World Tour,Volvo China Open,T70,DP World Tour,Turkish Airlines Open,T33,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T59,-1.1,-0.32
GUTSCHEWSKI,LUKE,KFT,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T30,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,Korn Ferry Tour,Memorial Health Championship presented by LRS,T51,Korn Ferry Tour,John Deere Classic,CUT,-1.1,-0.26
SCHMIDT,BEN,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T8,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T61,DP World Tour,BMW International Open,CUT,-1.11,-0.4
KNOWLES,PHILIP,KFT,Korn Ferry Tour,Visit Knoxville Open,T47,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T25,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.12,0.71
DICKSON,TAYLOR,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T46,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T3,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T27,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-1.13,0.19
CAMPBELL,BRIAN,PGA,PGA Tour,Charles Schwab Challenge,T47,PGA Tour,the Memorial Tournament presented by Workday,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,Travelers Championship,CUT,PGA Tour,John Deere Classic,CUT,-1.13,-0.21
KORTE,CHRIS,KFT,Korn Ferry Tour,Club Car Championship at The Landings Golf & Athletic Club,1,Korn Ferry Tour,UNC Health Championship,WD,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.13,-0.06
WU,BRANDON,KFT,Korn Ferry Tour,Visit Knoxville Open,T19,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T48,Korn Ferry Tour,U.S. Open,CUT,Major,Memorial Health Championship presented by LRS,1,-1.15,0.51
LEE,JUNGHWAN,DPT,DP World Tour,Kolon The 68th KOREA Open,CUT,ASA,Austrian Alpine Open presented by Kitzbühel Tirol,T10,DP World Tour,Hana Bank Invitational,CUT,KPGA Korean Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T47,-1.15,0.1
HRUBY,PETR,KFT,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T48,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,Korn Ferry Tour,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,1,-1.17,-0.29
MERONK,ADRIAN,LIV,LIV Golf,Virginia,52,LIV Golf,Soudal Open,T21,DP World Tour,Korea,CUT,LIV Golf,Andalucia,T57,LIV Golf,BMW International Open,T29,-1.17,-0.31
SULLIVAN,ANDY,DPT,DP World Tour,PGA Championship,T25,Major,Soudal Open,CUT,DP World Tour,KLM Open,T47,DP World Tour,DS Automobiles 83° Open d’Italia,T45,DP World Tour,BMW International Open,CUT,-1.17,-0.93
UIHLEIN,PETER,LIV,LIV Golf,Singapore Open presented by The Business Times,T31,Asian Tour,Virginia,T17,LIV Golf,Korea,54,LIV Golf,Andalucia,T56,LIV Golf,U.S. Open,T52,-1.18,-0.69
WILLETT,DANNY,PGA,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,KLM Open,70,DP World Tour,RBC Canadian Open,T7,PGA Tour,DS Automobiles 83° Open d’Italia,WD,DP World Tour,BMW International Open,CUT,-1.18,0.14
SHELTON,ROBBY,KFT,Korn Ferry Tour,Visit Knoxville Open,T13,Korn Ferry Tour,UNC Health Championship,T29,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T7,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-1.19,-0.17
HARDY,NICK,PGA,PGA Tour,Colonial Life Charity Classic,CUT,Korn Ferry Tour,THE CJ CUP Byron Nelson,T36,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,U.S. Open,CUT,Major,John Deere Classic,CUT,-1.19,-0.16
HAMMER,COLE,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T66,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T26,Korn Ferry Tour,U.S. Open,CUT,Major,Memorial Health Championship presented by LRS,1,-1.19,-0.6
PAUL,JEREMY,KFT,Korn Ferry Tour,UNC Health Championship,T55,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T3,Korn Ferry Tour,RBC Canadian Open,T48,PGA Tour,Memorial Health Championship presented by LRS,CUT,Korn Ferry Tour,John Deere Classic,74,-1.19,-0.08
LAW,DAVID,DPT,DP World Tour,Soudal Open,T48,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T45,-1.2,-0.36
ZANOTTI,FABRIZIO,DPT,DP World Tour,Challenge de Catalunya,CUT,Challenge Tour,Soudal Open,T51,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T17,DP World Tour,KLM Open,CUT,DP World Tour,BMW International Open,CUT,-1.2,0.58
XIONG,NORMAN,KFT,Korn Ferry Tour,Club Car Championship at The Landings Golf & Athletic Club,1,Korn Ferry Tour,LECOM Suncoast Classic,T61,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,-1.21,0.45
